,CUST_ZIP,fraud_hits,alert_counts,fraud_alert_ratio
97,89135,1,17,0.058823529411764705
98,89135,1,17,0.058823529411764705
99,89135,1,17,0.058823529411764705
100,89135,1,17,0.058823529411764705
101,89135,1,17,0.058823529411764705
102,89135,1,17,0.058823529411764705
103,89135,1,17,0.058823529411764705
104,89135,1,17,0.058823529411764705
105,89135,1,17,0.058823529411764705
106,89135,1,17,0.058823529411764705
107,89135,1,17,0.058823529411764705
108,89135,1,17,0.058823529411764705
109,89135,1,17,0.058823529411764705
110,89102,1,12,0.08333333333333333
111,89102,1,12,0.08333333333333333
112,89102,1,12,0.08333333333333333
113,89102,1,12,0.08333333333333333
114,89102,1,12,0.08333333333333333
115,89102,1,12,0.08333333333333333
116,89102,1,12,0.08333333333333333
117,89102,1,12,0.08333333333333333
118,89102,1,12,0.08333333333333333
119,89102,1,12,0.08333333333333333
120,89102,1,12,0.08333333333333333
121,89102,1,12,0.08333333333333333
122,89044,0,3,0.0
123,89044,0,3,0.0
124,89044,0,3,0.0
125,89113,0,23,0.0
126,89113,0,23,0.0
127,89113,0,23,0.0
128,89113,0,23,0.0
129,89113,0,23,0.0
130,89113,0,23,0.0
131,89113,0,23,0.0
132,89113,0,23,0.0
133,89113,0,23,0.0
134,89113,0,23,0.0
135,89113,0,23,0.0
136,89113,0,23,0.0
137,89113,0,23,0.0
138,89113,0,23,0.0
139,89113,0,23,0.0
140,89113,0,23,0.0
141,89113,0,23,0.0
142,89113,0,23,0.0
143,89113,0,23,0.0
144,89113,0,23,0.0
145,89113,0,23,0.0
146,89113,0,23,0.0
147,89113,0,23,0.0
148,89031,0,22,0.0
149,89031,0,22,0.0
150,89031,0,22,0.0
151,89031,0,22,0.0
152,89031,0,22,0.0
153,89031,0,22,0.0
154,89031,0,22,0.0
155,89031,0,22,0.0
156,89031,0,22,0.0
157,89031,0,22,0.0
158,89031,0,22,0.0
159,89031,0,22,0.0
160,89031,0,22,0.0
161,89031,0,22,0.0
162,89031,0,22,0.0
163,89031,0,22,0.0
164,89031,0,22,0.0
165,89031,0,22,0.0
166,89031,0,22,0.0
167,89031,0,22,0.0
168,89031,0,22,0.0
169,89031,0,22,0.0
170,89148,1,21,0.047619047619047616
171,89148,1,21,0.047619047619047616
172,89148,1,21,0.047619047619047616
173,89148,1,21,0.047619047619047616
174,89148,1,21,0.047619047619047616
175,89148,1,21,0.047619047619047616
176,89148,1,21,0.047619047619047616
177,89148,1,21,0.047619047619047616
178,89148,1,21,0.047619047619047616
179,89148,1,21,0.047619047619047616
180,89148,1,21,0.047619047619047616
181,89148,1,21,0.047619047619047616
182,89148,1,21,0.047619047619047616
183,89148,1,21,0.047619047619047616
184,89148,1,21,0.047619047619047616
185,89148,1,21,0.047619047619047616
186,89148,1,21,0.047619047619047616
187,89148,1,21,0.047619047619047616
188,89148,1,21,0.047619047619047616
189,89148,1,21,0.047619047619047616
190,89148,1,21,0.047619047619047616
191,89143,0,4,0.0
192,89143,0,4,0.0
193,89143,0,4,0.0
194,89143,0,4,0.0
195,89129,2,4,0.5
196,89129,2,4,0.5
197,89129,2,4,0.5
198,89129,2,4,0.5
199,89178,1,3,0.3333333333333333
200,89178,1,3,0.3333333333333333
201,89178,1,3,0.3333333333333333
202,89460,4,6,0.6666666666666666
203,89460,4,6,0.6666666666666666
204,89460,4,6,0.6666666666666666
205,89460,4,6,0.6666666666666666
206,89460,4,6,0.6666666666666666
207,89460,4,6,0.6666666666666666
208,89801,0,4,0.0
209,89801,0,4,0.0
210,89801,0,4,0.0
211,89801,0,4,0.0
212,89138,1,10,0.1
213,89138,1,10,0.1
214,89138,1,10,0.1
215,89138,1,10,0.1
216,89138,1,10,0.1
217,89138,1,10,0.1
218,89138,1,10,0.1
219,89138,1,10,0.1
220,89138,1,10,0.1
221,89138,1,10,0.1
222,89104,0,11,0.0
223,89104,0,11,0.0
224,89104,0,11,0.0
225,89104,0,11,0.0
226,89104,0,11,0.0
227,89104,0,11,0.0
228,89104,0,11,0.0
229,89104,0,11,0.0
230,89104,0,11,0.0
231,89104,0,11,0.0
232,89104,0,11,0.0
233,89144,3,5,0.6
234,89144,3,5,0.6
235,89144,3,5,0.6
236,89144,3,5,0.6
237,89144,3,5,0.6
238,89123,2,6,0.3333333333333333
239,89123,2,6,0.3333333333333333
240,89123,2,6,0.3333333333333333
241,89123,2,6,0.3333333333333333
242,89123,2,6,0.3333333333333333
243,89123,2,6,0.3333333333333333
244,89301,2,8,0.25
245,89301,2,8,0.25
246,89301,2,8,0.25
247,89301,2,8,0.25
248,89301,2,8,0.25
249,89301,2,8,0.25
250,89301,2,8,0.25
251,89301,2,8,0.25
252,89108,2,5,0.4
253,89108,2,5,0.4
254,89108,2,5,0.4
255,89108,2,5,0.4
256,89108,2,5,0.4
257,89408,4,4,1.0
258,89408,4,4,1.0
259,89408,4,4,1.0
260,89408,4,4,1.0
261,89005,0,4,0.0
262,89005,0,4,0.0
263,89005,0,4,0.0
264,89005,0,4,0.0
265,89436,0,19,0.0
266,89436,0,19,0.0
267,89436,0,19,0.0
268,89436,0,19,0.0
269,89436,0,19,0.0
270,89436,0,19,0.0
271,89436,0,19,0.0
272,89436,0,19,0.0
273,89436,0,19,0.0
274,89436,0,19,0.0
275,89436,0,19,0.0
276,89436,0,19,0.0
277,89436,0,19,0.0
278,89436,0,19,0.0
279,89436,0,19,0.0
280,89436,0,19,0.0
281,89436,0,19,0.0
282,89436,0,19,0.0
283,89436,0,19,0.0
284,89511,2,6,0.3333333333333333
285,89511,2,6,0.3333333333333333
286,89511,2,6,0.3333333333333333
287,89511,2,6,0.3333333333333333
288,89511,2,6,0.3333333333333333
289,89511,2,6,0.3333333333333333
290,89081,1,5,0.2
291,89081,1,5,0.2
292,89081,1,5,0.2
293,89081,1,5,0.2
294,89081,1,5,0.2
295,89502,2,3,0.6666666666666666
296,89502,2,3,0.6666666666666666
297,89502,2,3,0.6666666666666666
298,89506,4,8,0.5
299,89506,4,8,0.5
300,89506,4,8,0.5
301,89506,4,8,0.5
302,89506,4,8,0.5
303,89506,4,8,0.5
304,89506,4,8,0.5
305,89506,4,8,0.5
306,89030,1,15,0.06666666666666667
307,89030,1,15,0.06666666666666667
308,89030,1,15,0.06666666666666667
309,89030,1,15,0.06666666666666667
310,89030,1,15,0.06666666666666667
311,89030,1,15,0.06666666666666667
312,89030,1,15,0.06666666666666667
313,89030,1,15,0.06666666666666667
314,89030,1,15,0.06666666666666667
315,89030,1,15,0.06666666666666667
316,89030,1,15,0.06666666666666667
317,89030,1,15,0.06666666666666667
318,89030,1,15,0.06666666666666667
319,89030,1,15,0.06666666666666667
320,89030,1,15,0.06666666666666667
321,89107,3,7,0.42857142857142855
322,89107,3,7,0.42857142857142855
323,89107,3,7,0.42857142857142855
324,89107,3,7,0.42857142857142855
325,89107,3,7,0.42857142857142855
326,89107,3,7,0.42857142857142855
327,89107,3,7,0.42857142857142855
328,89012,4,9,0.4444444444444444
329,89012,4,9,0.4444444444444444
330,89012,4,9,0.4444444444444444
331,89012,4,9,0.4444444444444444
332,89012,4,9,0.4444444444444444
333,89012,4,9,0.4444444444444444
334,89012,4,9,0.4444444444444444
335,89012,4,9,0.4444444444444444
336,89012,4,9,0.4444444444444444
337,89439,1,1,1.0
338,89060,3,3,1.0
339,89060,3,3,1.0
340,89060,3,3,1.0
341,89409,0,1,0.0
342,89509,2,4,0.5
343,89509,2,4,0.5
344,89509,2,4,0.5
345,89509,2,4,0.5
346,89110,5,8,0.625
347,89110,5,8,0.625
348,89110,5,8,0.625
349,89110,5,8,0.625
350,89110,5,8,0.625
351,89110,5,8,0.625
352,89110,5,8,0.625
353,89110,5,8,0.625
354,89703,3,3,1.0
355,89703,3,3,1.0
356,89703,3,3,1.0
357,89101,4,5,0.8
358,89101,4,5,0.8
359,89101,4,5,0.8
360,89101,4,5,0.8
361,89101,4,5,0.8
362,89084,1,4,0.25
363,89084,1,4,0.25
364,89084,1,4,0.25
365,89084,1,4,0.25
366,89122,0,9,0.0
367,89122,0,9,0.0
368,89122,0,9,0.0
369,89122,0,9,0.0
370,89122,0,9,0.0
371,89122,0,9,0.0
372,89122,0,9,0.0
373,89122,0,9,0.0
374,89122,0,9,0.0
375,89445,0,8,0.0
376,89445,0,8,0.0
377,89445,0,8,0.0
378,89445,0,8,0.0
379,89445,0,8,0.0
380,89445,0,8,0.0
381,89445,0,8,0.0
382,89445,0,8,0.0
383,89115,0,9,0.0
384,89115,0,9,0.0
385,89115,0,9,0.0
386,89115,0,9,0.0
387,89115,0,9,0.0
388,89115,0,9,0.0
389,89115,0,9,0.0
390,89115,0,9,0.0
391,89115,0,9,0.0
392,89130,0,5,0.0
393,89130,0,5,0.0
394,89130,0,5,0.0
395,89130,0,5,0.0
396,89130,0,5,0.0
397,89145,2,6,0.3333333333333333
398,89145,2,6,0.3333333333333333
399,89145,2,6,0.3333333333333333
400,89145,2,6,0.3333333333333333
401,89145,2,6,0.3333333333333333
402,89145,2,6,0.3333333333333333
403,89131,0,5,0.0
404,89131,0,5,0.0
405,89131,0,5,0.0
406,89131,0,5,0.0
407,89131,0,5,0.0
408,89451,1,1,1.0
409,89156,0,7,0.0
410,89156,0,7,0.0
411,89156,0,7,0.0
412,89156,0,7,0.0
413,89156,0,7,0.0
414,89156,0,7,0.0
415,89156,0,7,0.0
416,89510,0,1,0.0
417,89128,7,7,1.0
418,89128,7,7,1.0
419,89128,7,7,1.0
420,89128,7,7,1.0
421,89128,7,7,1.0
422,89128,7,7,1.0
423,89128,7,7,1.0
424,89147,1,4,0.25
425,89147,1,4,0.25
426,89147,1,4,0.25
427,89147,1,4,0.25
428,89706,2,5,0.4
429,89706,2,5,0.4
430,89706,2,5,0.4
431,89706,2,5,0.4
432,89706,2,5,0.4
433,89048,1,2,0.5
434,89048,1,2,0.5
435,89503,1,6,0.16666666666666666
436,89503,1,6,0.16666666666666666
437,89503,1,6,0.16666666666666666
438,89503,1,6,0.16666666666666666
439,89503,1,6,0.16666666666666666
440,89503,1,6,0.16666666666666666
441,89701,3,5,0.6
442,89701,3,5,0.6
443,89701,3,5,0.6
444,89701,3,5,0.6
445,89701,3,5,0.6
446,89045,0,4,0.0
447,89045,0,4,0.0
448,89045,0,4,0.0
449,89045,0,4,0.0
450,89441,0,1,0.0
451,89141,3,6,0.5
452,89141,3,6,0.5
453,89141,3,6,0.5
454,89141,3,6,0.5
455,89141,3,6,0.5
456,89141,3,6,0.5
457,89118,0,3,0.0
458,89118,0,3,0.0
459,89118,0,3,0.0
460,89103,8,10,0.8
461,89103,8,10,0.8
462,89103,8,10,0.8
463,89103,8,10,0.8
464,89103,8,10,0.8
465,89103,8,10,0.8
466,89103,8,10,0.8
467,89103,8,10,0.8
468,89103,8,10,0.8
469,89103,8,10,0.8
470,89032,1,6,0.16666666666666666
471,89032,1,6,0.16666666666666666
472,89032,1,6,0.16666666666666666
473,89032,1,6,0.16666666666666666
474,89032,1,6,0.16666666666666666
475,89032,1,6,0.16666666666666666
476,89015,0,3,0.0
477,89015,0,3,0.0
478,89015,0,3,0.0
479,89423,1,3,0.3333333333333333
480,89423,1,3,0.3333333333333333
481,89423,1,3,0.3333333333333333
482,89134,2,2,1.0
483,89134,2,2,1.0
484,89704,0,2,0.0
485,89704,0,2,0.0
486,89433,3,5,0.6
487,89433,3,5,0.6
488,89433,3,5,0.6
489,89433,3,5,0.6
490,89433,3,5,0.6
491,89014,1,2,0.5
492,89014,1,2,0.5
493,89085,0,2,0.0
494,89085,0,2,0.0
495,89029,0,2,0.0
496,89029,0,2,0.0
497,89447,2,3,0.6666666666666666
498,89447,2,3,0.6666666666666666
499,89447,2,3,0.6666666666666666
500,89815,0,4,0.0
501,89815,0,4,0.0
502,89815,0,4,0.0
503,89815,0,4,0.0
504,89434,2,3,0.6666666666666666
505,89434,2,3,0.6666666666666666
506,89434,2,3,0.6666666666666666
507,89149,0,1,0.0
508,89183,1,1,1.0
509,89119,1,3,0.3333333333333333
510,89119,1,3,0.3333333333333333
511,89119,1,3,0.3333333333333333
512,89052,2,2,1.0
513,89052,2,2,1.0
514,89403,0,1,0.0
515,89074,1,3,0.3333333333333333
516,89074,1,3,0.3333333333333333
517,89074,1,3,0.3333333333333333
518,89120,2,2,1.0
519,89120,2,2,1.0
520,89449,2,2,1.0
521,89449,2,2,1.0
522,89146,0,3,0.0
523,89146,0,3,0.0
524,89146,0,3,0.0
525,89018,2,2,1.0
526,89018,2,2,1.0
527,89413,1,1,1.0
528,89825,1,1,1.0
529,89411,0,1,0.0
530,89429,1,1,1.0
531,89061,0,1,0.0
532,89446,1,1,1.0
533,89419,1,1,1.0
534,94541,1,21,0.047619047619047616
535,94541,1,21,0.047619047619047616
536,94541,1,21,0.047619047619047616
537,94541,1,21,0.047619047619047616
538,94541,1,21,0.047619047619047616
539,94541,1,21,0.047619047619047616
540,94541,1,21,0.047619047619047616
541,94541,1,21,0.047619047619047616
542,94541,1,21,0.047619047619047616
543,94541,1,21,0.047619047619047616
544,94541,1,21,0.047619047619047616
545,94541,1,21,0.047619047619047616
546,94541,1,21,0.047619047619047616
547,94541,1,21,0.047619047619047616
548,94541,1,21,0.047619047619047616
549,94541,1,21,0.047619047619047616
550,94541,1,21,0.047619047619047616
551,94541,1,21,0.047619047619047616
552,94541,1,21,0.047619047619047616
553,94541,1,21,0.047619047619047616
554,94541,1,21,0.047619047619047616
555,94061,2,4,0.5
556,94061,2,4,0.5
557,94061,2,4,0.5
558,94061,2,4,0.5
559,92503,0,25,0.0
560,92503,0,25,0.0
561,92503,0,25,0.0
562,92503,0,25,0.0
563,92503,0,25,0.0
564,92503,0,25,0.0
565,92503,0,25,0.0
566,92503,0,25,0.0
567,92503,0,25,0.0
568,92503,0,25,0.0
569,92503,0,25,0.0
570,92503,0,25,0.0
571,92503,0,25,0.0
572,92503,0,25,0.0
573,92503,0,25,0.0
574,92503,0,25,0.0
575,92503,0,25,0.0
576,92503,0,25,0.0
577,92503,0,25,0.0
578,92503,0,25,0.0
579,92503,0,25,0.0
580,92503,0,25,0.0
581,92503,0,25,0.0
582,92503,0,25,0.0
583,92503,0,25,0.0
584,95023,0,8,0.0
585,95023,0,8,0.0
586,95023,0,8,0.0
587,95023,0,8,0.0
588,95023,0,8,0.0
589,95023,0,8,0.0
590,95023,0,8,0.0
591,95023,0,8,0.0
592,94605,5,19,0.2631578947368421
593,94605,5,19,0.2631578947368421
594,94605,5,19,0.2631578947368421
595,94605,5,19,0.2631578947368421
596,94605,5,19,0.2631578947368421
597,94605,5,19,0.2631578947368421
598,94605,5,19,0.2631578947368421
599,94605,5,19,0.2631578947368421
600,94605,5,19,0.2631578947368421
601,94605,5,19,0.2631578947368421
602,94605,5,19,0.2631578947368421
603,94605,5,19,0.2631578947368421
604,94605,5,19,0.2631578947368421
605,94605,5,19,0.2631578947368421
606,94605,5,19,0.2631578947368421
607,94605,5,19,0.2631578947368421
608,94605,5,19,0.2631578947368421
609,94605,5,19,0.2631578947368421
610,94605,5,19,0.2631578947368421
611,94519,5,10,0.5
612,94519,5,10,0.5
613,94519,5,10,0.5
614,94519,5,10,0.5
615,94519,5,10,0.5
616,94519,5,10,0.5
617,94519,5,10,0.5
618,94519,5,10,0.5
619,94519,5,10,0.5
620,94519,5,10,0.5
621,92114,5,6,0.8333333333333334
622,92114,5,6,0.8333333333333334
623,92114,5,6,0.8333333333333334
624,92114,5,6,0.8333333333333334
625,92114,5,6,0.8333333333333334
626,92114,5,6,0.8333333333333334
627,91730,0,21,0.0
628,91730,0,21,0.0
629,91730,0,21,0.0
630,91730,0,21,0.0
631,91730,0,21,0.0
632,91730,0,21,0.0
633,91730,0,21,0.0
634,91730,0,21,0.0
635,91730,0,21,0.0
636,91730,0,21,0.0
637,91730,0,21,0.0
638,91730,0,21,0.0
639,91730,0,21,0.0
640,91730,0,21,0.0
641,91730,0,21,0.0
642,91730,0,21,0.0
643,91730,0,21,0.0
644,91730,0,21,0.0
645,91730,0,21,0.0
646,91730,0,21,0.0
647,91730,0,21,0.0
648,92154,0,4,0.0
649,92154,0,4,0.0
650,92154,0,4,0.0
651,92154,0,4,0.0
652,91016,1,16,0.0625
653,91016,1,16,0.0625
654,91016,1,16,0.0625
655,91016,1,16,0.0625
656,91016,1,16,0.0625
657,91016,1,16,0.0625
658,91016,1,16,0.0625
659,91016,1,16,0.0625
660,91016,1,16,0.0625
661,91016,1,16,0.0625
662,91016,1,16,0.0625
663,91016,1,16,0.0625
664,91016,1,16,0.0625
665,91016,1,16,0.0625
666,91016,1,16,0.0625
667,91016,1,16,0.0625
668,92376,1,25,0.04
669,92376,1,25,0.04
670,92376,1,25,0.04
671,92376,1,25,0.04
672,92376,1,25,0.04
673,92376,1,25,0.04
674,92376,1,25,0.04
675,92376,1,25,0.04
676,92376,1,25,0.04
677,92376,1,25,0.04
678,92376,1,25,0.04
679,92376,1,25,0.04
680,92376,1,25,0.04
681,92376,1,25,0.04
682,92376,1,25,0.04
683,92376,1,25,0.04
684,92376,1,25,0.04
685,92376,1,25,0.04
686,92376,1,25,0.04
687,92376,1,25,0.04
688,92376,1,25,0.04
689,92376,1,25,0.04
690,92376,1,25,0.04
691,92376,1,25,0.04
692,92376,1,25,0.04
693,91607,0,6,0.0
694,91607,0,6,0.0
695,91607,0,6,0.0
696,91607,0,6,0.0
697,91607,0,6,0.0
698,91607,0,6,0.0
699,95949,1,7,0.14285714285714285
700,95949,1,7,0.14285714285714285
701,95949,1,7,0.14285714285714285
702,95949,1,7,0.14285714285714285
703,95949,1,7,0.14285714285714285
704,95949,1,7,0.14285714285714285
705,95949,1,7,0.14285714285714285
706,92865,3,5,0.6
707,92865,3,5,0.6
708,92865,3,5,0.6
709,92865,3,5,0.6
710,92865,3,5,0.6
711,91436,1,3,0.3333333333333333
712,91436,1,3,0.3333333333333333
713,91436,1,3,0.3333333333333333
714,94555,2,8,0.25
715,94555,2,8,0.25
716,94555,2,8,0.25
717,94555,2,8,0.25
718,94555,2,8,0.25
719,94555,2,8,0.25
720,94555,2,8,0.25
721,94555,2,8,0.25
722,95926,3,4,0.75
723,95926,3,4,0.75
724,95926,3,4,0.75
725,95926,3,4,0.75
726,90247,1,14,0.07142857142857142
727,90247,1,14,0.07142857142857142
728,90247,1,14,0.07142857142857142
729,90247,1,14,0.07142857142857142
730,90247,1,14,0.07142857142857142
731,90247,1,14,0.07142857142857142
732,90247,1,14,0.07142857142857142
733,90247,1,14,0.07142857142857142
734,90247,1,14,0.07142857142857142
735,90247,1,14,0.07142857142857142
736,90247,1,14,0.07142857142857142
737,90247,1,14,0.07142857142857142
738,90247,1,14,0.07142857142857142
739,90247,1,14,0.07142857142857142
740,92356,4,4,1.0
741,92356,4,4,1.0
742,92356,4,4,1.0
743,92356,4,4,1.0
744,91107,1,12,0.08333333333333333
745,91107,1,12,0.08333333333333333
746,91107,1,12,0.08333333333333333
747,91107,1,12,0.08333333333333333
748,91107,1,12,0.08333333333333333
749,91107,1,12,0.08333333333333333
750,91107,1,12,0.08333333333333333
751,91107,1,12,0.08333333333333333
752,91107,1,12,0.08333333333333333
753,91107,1,12,0.08333333333333333
754,91107,1,12,0.08333333333333333
755,91107,1,12,0.08333333333333333
756,91702,5,47,0.10638297872340426
757,91702,5,47,0.10638297872340426
758,91702,5,47,0.10638297872340426
759,91702,5,47,0.10638297872340426
760,91702,5,47,0.10638297872340426
761,91702,5,47,0.10638297872340426
762,91702,5,47,0.10638297872340426
763,91702,5,47,0.10638297872340426
764,91702,5,47,0.10638297872340426
765,91702,5,47,0.10638297872340426
766,91702,5,47,0.10638297872340426
767,91702,5,47,0.10638297872340426
768,91702,5,47,0.10638297872340426
769,91702,5,47,0.10638297872340426
770,91702,5,47,0.10638297872340426
771,91702,5,47,0.10638297872340426
772,91702,5,47,0.10638297872340426
773,91702,5,47,0.10638297872340426
774,91702,5,47,0.10638297872340426
775,91702,5,47,0.10638297872340426
776,91702,5,47,0.10638297872340426
777,91702,5,47,0.10638297872340426
778,91702,5,47,0.10638297872340426
779,91702,5,47,0.10638297872340426
780,91702,5,47,0.10638297872340426
781,91702,5,47,0.10638297872340426
782,91702,5,47,0.10638297872340426
783,91702,5,47,0.10638297872340426
784,91702,5,47,0.10638297872340426
785,91702,5,47,0.10638297872340426
786,91702,5,47,0.10638297872340426
787,91702,5,47,0.10638297872340426
788,91702,5,47,0.10638297872340426
789,91702,5,47,0.10638297872340426
790,91702,5,47,0.10638297872340426
791,91702,5,47,0.10638297872340426
792,91702,5,47,0.10638297872340426
793,91702,5,47,0.10638297872340426
794,91702,5,47,0.10638297872340426
795,91702,5,47,0.10638297872340426
796,91702,5,47,0.10638297872340426
797,91702,5,47,0.10638297872340426
798,91702,5,47,0.10638297872340426
799,91702,5,47,0.10638297872340426
800,91702,5,47,0.10638297872340426
801,91702,5,47,0.10638297872340426
802,91702,5,47,0.10638297872340426
803,90601,4,11,0.36363636363636365
804,90601,4,11,0.36363636363636365
805,90601,4,11,0.36363636363636365
806,90601,4,11,0.36363636363636365
807,90601,4,11,0.36363636363636365
808,90601,4,11,0.36363636363636365
809,90601,4,11,0.36363636363636365
810,90601,4,11,0.36363636363636365
811,90601,4,11,0.36363636363636365
812,90601,4,11,0.36363636363636365
813,90601,4,11,0.36363636363636365
814,94551,1,3,0.3333333333333333
815,94551,1,3,0.3333333333333333
816,94551,1,3,0.3333333333333333
817,95020,2,33,0.06060606060606061
818,95020,2,33,0.06060606060606061
819,95020,2,33,0.06060606060606061
820,95020,2,33,0.06060606060606061
821,95020,2,33,0.06060606060606061
822,95020,2,33,0.06060606060606061
823,95020,2,33,0.06060606060606061
824,95020,2,33,0.06060606060606061
825,95020,2,33,0.06060606060606061
826,95020,2,33,0.06060606060606061
827,95020,2,33,0.06060606060606061
828,95020,2,33,0.06060606060606061
829,95020,2,33,0.06060606060606061
830,95020,2,33,0.06060606060606061
831,95020,2,33,0.06060606060606061
832,95020,2,33,0.06060606060606061
833,95020,2,33,0.06060606060606061
834,95020,2,33,0.06060606060606061
835,95020,2,33,0.06060606060606061
836,95020,2,33,0.06060606060606061
837,95020,2,33,0.06060606060606061
838,95020,2,33,0.06060606060606061
839,95020,2,33,0.06060606060606061
840,95020,2,33,0.06060606060606061
841,95020,2,33,0.06060606060606061
842,95020,2,33,0.06060606060606061
843,95020,2,33,0.06060606060606061
844,95020,2,33,0.06060606060606061
845,95020,2,33,0.06060606060606061
846,95020,2,33,0.06060606060606061
847,95020,2,33,0.06060606060606061
848,95020,2,33,0.06060606060606061
849,95020,2,33,0.06060606060606061
850,91744,0,29,0.0
851,91744,0,29,0.0
852,91744,0,29,0.0
853,91744,0,29,0.0
854,91744,0,29,0.0
855,91744,0,29,0.0
856,91744,0,29,0.0
857,91744,0,29,0.0
858,91744,0,29,0.0
859,91744,0,29,0.0
860,91744,0,29,0.0
861,91744,0,29,0.0
862,91744,0,29,0.0
863,91744,0,29,0.0
864,91744,0,29,0.0
865,91744,0,29,0.0
866,91744,0,29,0.0
867,91744,0,29,0.0
868,91744,0,29,0.0
869,91744,0,29,0.0
870,91744,0,29,0.0
871,91744,0,29,0.0
872,91744,0,29,0.0
873,91744,0,29,0.0
874,91744,0,29,0.0
875,91744,0,29,0.0
876,91744,0,29,0.0
877,91744,0,29,0.0
878,91744,0,29,0.0
879,95304,2,4,0.5
880,95304,2,4,0.5
881,95304,2,4,0.5
882,95304,2,4,0.5
883,94579,0,4,0.0
884,94579,0,4,0.0
885,94579,0,4,0.0
886,94579,0,4,0.0
887,94506,0,13,0.0
888,94506,0,13,0.0
889,94506,0,13,0.0
890,94506,0,13,0.0
891,94506,0,13,0.0
892,94506,0,13,0.0
893,94506,0,13,0.0
894,94506,0,13,0.0
895,94506,0,13,0.0
896,94506,0,13,0.0
897,94506,0,13,0.0
898,94506,0,13,0.0
899,94506,0,13,0.0
900,92870,3,11,0.2727272727272727
901,92870,3,11,0.2727272727272727
902,92870,3,11,0.2727272727272727
903,92870,3,11,0.2727272727272727
904,92870,3,11,0.2727272727272727
905,92870,3,11,0.2727272727272727
906,92870,3,11,0.2727272727272727
907,92870,3,11,0.2727272727272727
908,92870,3,11,0.2727272727272727
909,92870,3,11,0.2727272727272727
910,92870,3,11,0.2727272727272727
911,95825,3,6,0.5
912,95825,3,6,0.5
913,95825,3,6,0.5
914,95825,3,6,0.5
915,95825,3,6,0.5
916,95825,3,6,0.5
917,95814,0,4,0.0
918,95814,0,4,0.0
919,95814,0,4,0.0
920,95814,0,4,0.0
921,91739,0,18,0.0
922,91739,0,18,0.0
923,91739,0,18,0.0
924,91739,0,18,0.0
925,91739,0,18,0.0
926,91739,0,18,0.0
927,91739,0,18,0.0
928,91739,0,18,0.0
929,91739,0,18,0.0
930,91739,0,18,0.0
931,91739,0,18,0.0
932,91739,0,18,0.0
933,91739,0,18,0.0
934,91739,0,18,0.0
935,91739,0,18,0.0
